1000.000000	2	-nan	3.141593	0.000000	0.000000	0	-nan	3.141593	0.000000	0.000000	1	-nan	3.141593	0.000000	0.000000	3	-nan	3.141593	0.000000	0.000000	
2000.000000	2	-nan	3.141593	0.000000	0.000000	0	-nan	3.141593	0.000000	0.000000	1	-nan	3.141593	0.000000	0.000000	3	-nan	3.141593	0.000000	0.000000	
3000.000000	2	-nan	3.141593	0.000000	0.000000	0	-nan	3.141593	0.000000	0.000000	1	-nan	3.141593	0.000000	0.000000	3	-nan	3.141593	0.000000	0.000000	
4000.000000	2	1.000000	1.509308	0.000000	-0.000000	0	1.000000	-1.534507	0.000000	0.000016	1	-0.326557	-2.366316	0.000000	0.000017	3	1.000000	2.381332	0.000000	-0.000000	
5000.000000	2	1.000000	1.508288	0.000000	-0.000000	0	1.000000	-1.539316	0.000000	0.000032	1	-0.664144	-2.372090	0.000000	0.000035	3	1.000000	2.380845	0.000000	-0.000000	
6000.000000	2	1.000000	1.507269	0.000000	-0.000000	0	1.000000	-1.544125	0.000000	0.000048	1	-0.776667	-2.377863	0.000000	0.000052	3	1.000000	2.380358	0.000000	-0.000000	
7000.000000	2	1.000000	1.100156	0.000000	-0.000000	0	1.000000	-1.149611	0.000000	0.000063	1	-0.604080	-2.114278	0.000000	0.000068	3	1.000000	2.116833	0.000000	-0.000000	
8000.000000	2	1.000000	1.099262	0.000000	-0.000000	0	0.626848	-1.153948	0.000000	0.000077	1	-0.544623	-2.119124	0.000000	0.000084	3	1.000000	2.116016	0.000000	-0.000000	
9000.000000	2	1.000000	1.098370	0.000000	-0.000000	0	0.142255	-1.158287	0.000000	0.000092	1	-0.463915	-2.123968	0.000000	0.000099	3	1.000000	2.115197	0.000000	-0.000000	
10000.000000	2	1.000000	1.722966	0.000000	-0.000000	0	-0.124508	-1.771990	0.000000	0.000105	1	-0.653282	-2.490021	0.000000	0.000114	3	1.000000	2.476945	0.000000	-0.000000	
11000.000000	2	1.000000	1.721729	0.000000	-0.000000	0	0.950398	-1.775573	0.000000	0.000118	1	-0.707208	-2.494669	0.000000	0.000128	3	1.000000	2.476468	0.000000	-0.000000	
12000.000000	2	1.000000	1.720492	0.000000	-0.000000	0	1.000000	-1.779155	0.000000	0.000131	1	-0.746543	-2.499315	0.000000	0.000142	3	1.000000	2.475990	0.000000	-0.000000	
13000.000000	2	1.000000	1.112093	0.000000	-0.000000	0	1.000000	-1.202297	0.000000	0.000143	1	-0.531220	-2.155192	0.000000	0.000155	3	1.000000	2.140191	0.000000	-0.000000	
14000.000000	2	1.000000	1.110962	0.000000	-0.000000	0	1.000000	-1.205449	0.000000	0.000155	1	-0.446907	-2.158856	0.000000	0.000168	3	1.000000	2.139211	0.000000	-0.000000	
15000.000000	2	1.000000	1.109833	0.000000	-0.000000	0	1.000000	-1.208605	0.000000	0.000167	1	-0.325431	-2.162517	0.000000	0.000180	3	1.000000	2.138228	0.000000	-0.000000	
16000.000000	2	1.000000	1.975509	0.000000	-0.000000	0	0.875179	-2.022925	0.000000	0.000177	1	-0.577038	-2.598975	0.000000	0.000192	3	1.000000	2.577037	0.000000	-0.000000	
17000.000000	2	1.000000	1.974170	0.000000	-0.000000	0	1.000000	-2.025600	0.000000	0.000188	1	-0.653665	-2.602717	0.000000	0.000204	3	1.000000	2.576594	0.000000	-0.000000	
18000.000000	2	1.000000	1.972829	0.000000	-0.000000	0	0.522488	-2.028269	0.000000	0.000199	1	-0.706721	-2.606455	0.000000	0.000215	3	1.000000	2.576150	0.000000	-0.000000	
19000.000000	2	1.000000	1.099654	0.000000	-0.000000	0	1.000000	-1.240247	0.000000	0.000208	1	-0.467976	-2.167880	0.000000	0.000226	3	1.000000	2.158569	0.000000	-0.000000	
20000.000000	2	1.000000	1.098221	0.000000	-0.000000	0	1.000000	-1.242354	0.000000	0.000218	1	-0.354068	-2.170509	0.000000	0.000236	3	1.000000	2.157363	0.000000	-0.000000	
21000.000000	2	1.000000	1.096792	0.000000	-0.000000	0	1.000000	-1.244466	0.000000	0.000228	1	-0.177975	-2.173132	0.000000	0.000247	3	1.000000	2.156152	0.000000	-0.000000	
