25000.000000	0.000000	0.000000	0.000000	
36000.000000	0.000000	0.000000	0.000000	
47000.000000	0.000000	0.000000	0.000000	
58000.000000	-67.300136	-51.828363	-3222.879752	
69000.000000	-74.068945	-77.470321	-3372.950491	
80000.000000	-74.143379	-101.941619	-3371.292935	
91000.000000	-73.634089	-121.253076	-3366.621996	
102000.000000	-72.420124	-137.558702	-3363.963510	
113000.000000	-72.934299	-151.058542	-3362.986496	
124000.000000	-72.875801	-161.879350	-3358.294464	
135000.000000	-72.406591	-170.529932	-3355.792909	
146000.000000	-71.908602	-177.318796	-3351.892979	
157000.000000	-72.088249	-182.260375	-3350.243894	
168000.000000	-71.495666	-185.938727	-3348.050073	
179000.000000	-70.955897	-187.893904	-3345.228685	
190000.000000	-69.214635	-188.853354	-3345.920326	
201000.000000	-68.398923	-189.252029	-3341.640935	
213000.000000	-70.358334	-188.870101	-3338.308742	
224000.000000	-69.970948	-188.209518	-3337.349630	
235000.000000	-67.647305	-187.231308	-3332.129384	
246000.000000	-66.800219	-185.962085	-3331.201378	
257000.000000	-72.141927	-184.572998	-3328.641011	
268000.000000	-69.702861	-183.180997	-3326.205312	
279000.000000	-68.860013	-181.849191	-3324.244085	
290000.000000	-68.387598	-180.317259	-3320.873331	
301000.000000	-69.085948	-178.879430	-3319.285761	
312000.000000	-68.168110	-177.612364	-3317.399506	
323000.000000	-67.682130	-176.206999	-3314.114413	
334000.000000	-68.491186	-174.961103	-3314.168007	
345000.000000	-67.489041	-173.697641	-3310.497476	
356000.000000	-67.031258	-172.643057	-3309.371655	
367000.000000	-67.858777	-171.578454	-3304.845553	
378000.000000	-66.846263	-170.507603	-3304.141344	
389000.000000	-66.370663	-169.666714	-3302.816715	
400000.000000	-67.335808	-168.716298	-3299.981337	
411000.000000	-66.195504	-168.029034	-3298.221694	
423000.000000	-65.981317	-167.145239	-3295.795198	
435000.000000	-61.942375	-166.498789	-3293.913056	
446000.000000	-66.595730	-165.844299	-3291.502710	
457000.000000	-65.368333	-165.336227	-3289.899976	
468000.000000	-59.672729	-164.784964	-3288.096679	
479000.000000	-64.623283	-164.366534	-3286.351531	
490000.000000	-65.865404	-163.912424	-3283.011936	
501000.000000	-70.091609	-163.446193	-3283.692400	
512000.000000	-69.963688	-163.102950	-3280.723462	
524000.000000	-63.845780	-162.739653	-3278.861859	
536000.000000	-57.731121	-162.404002	-3276.862190	
547000.000000	-52.789939	-162.172061	-3277.093289	
558000.000000	-69.626909	-161.966393	-3272.177034	
570000.000000	-63.399261	-161.776264	-3272.118736	
581000.000000	-69.489872	-161.676304	-3270.241879	
592000.000000	-69.458336	-161.563793	-3268.448161	
604000.000000	-69.325952	-161.536115	-3265.546439	
615000.000000	-57.470442	-161.560860	-3265.691954	
627000.000000	-57.243475	-161.630471	-3264.046348	
638000.000000	-61.948738	-161.748052	-3262.467739	
649000.000000	-49.408958	-161.833819	-3260.816693	
660000.000000	-56.525082	-162.039475	-3259.588528	
671000.000000	-68.978132	-162.210221	-3257.672159	
682000.000000	-56.005984	-162.467783	-3257.839559	
693000.000000	-53.673051	-162.779591	-3255.129119	
704000.000000	-55.165035	-163.053761	-3253.319967	
715000.000000	-62.940084	-163.411622	-3253.320272	
726000.000000	-68.656838	-163.833280	-3249.143985	
737000.000000	-62.696042	-164.250269	-3249.433721	
748000.000000	-62.496544	-164.629337	-3246.612493	
759000.000000	-60.487193	-165.083646	-3246.753838	
770000.000000	-59.971172	-165.648920	-3245.542147	
781000.000000	-53.577763	-166.195498	-3242.862003	
792000.000000	-51.360016	-166.729262	-3243.112292	
803000.000000	-44.703284	-167.315539	-3241.433635	
814000.000000	-68.245393	-168.027369	-3239.583349	
825000.000000	-50.620103	-168.650725	-3239.304845	
836000.000000	-68.142128	-169.457083	-3237.568443	
847000.000000	-61.478734	-170.128030	-3235.235393	
858000.000000	-52.509145	-170.892804	-3235.723491	
869000.000000	-58.649531	-171.701857	-3234.192501	
880000.000000	-61.189695	-172.460474	-3232.882410	
