0.000000	0.000000	0.000000	-1.145660	1.376221	-0.099504	
0.005787	-0.004308	0.000252	-1.139415	1.371363	-0.099212	
0.016433	-0.024538	0.000229	-1.122527	1.346277	-0.098943	
-0.020777	0.023375	-0.000924	-1.142854	1.369113	-0.099828	
0.009528	-0.025555	-0.000272	-1.132869	1.343010	-0.100060	
-0.003362	0.004477	-0.003856	-1.135778	1.346951	-0.103877	
-0.006653	-0.032139	0.000932	-1.141977	1.314273	-0.102903	
0.014302	0.000121	-0.001105	-1.127219	1.313869	-0.103967	
-0.033372	0.021675	0.001400	-1.160139	1.335018	-0.102525	
-0.004599	-0.010905	-0.000839	-1.164275	1.323579	-0.103323	
0.008035	-0.021301	-0.001321	-1.155774	1.301749	-0.104603	
0.025204	-0.004248	-0.000231	-1.130108	1.296980	-0.104792	
0.013003	-0.017805	-0.000222	-1.116653	1.278657	-0.104972	
0.020305	0.001233	0.003258	-1.095901	1.279378	-0.101671	
-0.008574	0.018649	0.001192	-1.104037	1.297515	-0.100439	
0.011179	0.003245	-0.001623	-1.092416	1.300241	-0.102022	
0.007024	0.000383	0.000143	-1.084955	1.300104	-0.101837	
-0.002581	-0.039290	0.001680	-1.087103	1.260294	-0.100116	
0.008219	-0.012288	-0.000081	-1.078449	1.247502	-0.100157	
-0.006059	0.000910	-0.000395	-1.084077	1.247913	-0.100512	
-0.013315	0.020688	-0.000718	-1.096959	1.268102	-0.101190	
0.001103	-0.010451	0.001061	-1.095417	1.257145	-0.100088	
-0.002624	0.027292	-0.001753	-1.097603	1.283934	-0.101801	
-0.008529	-0.031078	0.001886	-1.105692	1.252342	-0.099875	
0.010823	0.023016	0.000785	-1.094427	1.274857	-0.099050	
0.002932	0.021194	0.000368	-1.091057	1.295541	-0.098642	
0.015461	-0.004794	-0.000395	-1.075160	1.290229	-0.098998	
0.004012	0.025407	-0.000431	-1.070718	1.315120	-0.099389	
0.003804	-0.006977	0.001035	-1.066486	1.307617	-0.098314	
0.011134	-0.003257	-0.000908	-1.054926	1.303837	-0.099183	
0.017010	0.001428	-0.000148	-1.037494	1.304744	-0.099291	
0.000182	0.029743	0.000477	-1.036897	1.333965	-0.098774	
-0.020386	0.021927	-0.000400	-1.056868	1.355359	-0.099135	
-0.004014	0.006401	0.001164	-1.060459	1.361219	-0.097931	
-0.010879	-0.012475	-0.000645	-1.070914	1.348199	-0.098537	
-0.003925	-0.045639	-0.000547	-1.074410	1.302021	-0.099045	
0.001655	0.018691	0.000198	-1.072325	1.320191	-0.098808	
0.014404	-0.003633	0.000154	-1.057492	1.316029	-0.098615	
0.002332	-0.012071	0.001684	-1.054737	1.303432	-0.096892	
-0.004602	0.017598	-0.000846	-1.058917	1.320508	-0.097699	
0.000218	-0.014993	0.000477	-1.058275	1.304987	-0.097183	
0.006341	0.014540	-0.000906	-1.051511	1.319005	-0.098050	
-0.007209	-0.005036	0.000191	-1.058299	1.313441	-0.097820	
-0.004969	-0.004386	-0.000979	-1.062844	1.308530	-0.098759	
0.005131	-0.009016	-0.000597	-1.057288	1.298991	-0.099317	
-0.000962	0.035486	-0.000865	-1.057827	1.333957	-0.100142	
-0.023055	0.009111	-0.000771	-1.080459	1.342535	-0.100873	
-0.000556	0.021585	-0.000078	-1.080583	1.363583	-0.100910	
-0.010887	-0.018041	-0.001202	-1.091038	1.344996	-0.102072	
-0.015107	-0.005002	0.001442	-1.105709	1.339457	-0.100589	
0.004674	-0.011730	0.000192	-1.100593	1.327191	-0.100356	
0.010789	0.021998	0.002965	-1.089363	1.348658	-0.097352	
0.015067	0.002754	-0.000715	-1.073861	1.350872	-0.098028	
-0.004135	-0.011165	-0.000120	-1.077567	1.339167	-0.098109	
-0.031996	0.003011	0.000892	-1.109132	1.341643	-0.097177	
-0.010686	-0.009233	-0.000506	-1.119374	1.331873	-0.097644	
0.021835	0.015224	0.000349	-1.097092	1.346564	-0.097256	
-0.016400	0.026505	-0.001341	-1.113053	1.372531	-0.098558	
-0.022184	-0.000768	-0.000871	-1.134792	1.371213	-0.099389	
-0.021311	-0.008903	-0.000100	-1.155649	1.361762	-0.099450	
0.009477	0.003017	0.001115	-1.145710	1.364235	-0.098295	
0.030649	0.001543	-0.001193	-1.114602	1.365232	-0.099449	
-0.005314	-0.013542	-0.000126	-1.119471	1.351144	-0.099535	
0.011912	0.032764	-0.000161	-1.107111	1.383367	-0.099656	
0.033133	0.006055	-0.000105	-1.073535	1.388869	-0.099721	
-0.020469	0.002996	-0.000296	-1.093575	1.391309	-0.099977	
-0.005328	-0.010425	-0.000603	-1.098465	1.380328	-0.100540	
-0.025259	-0.040846	-0.000966	-1.123285	1.338930	-0.101466	
-0.008435	0.013418	-0.000984	-1.131271	1.351812	-0.102410	
-0.006667	0.044392	-0.000221	-1.137485	1.395663	-0.102590	
-0.004711	0.035230	0.002098	-1.141741	1.430336	-0.100451	
0.005602	-0.002117	0.000125	-1.135683	1.427647	-0.100286	
-0.002246	-0.020948	0.001301	-1.137475	1.406128	-0.098945	
0.023099	0.007124	-0.000117	-1.113921	1.412689	-0.099023	
0.008695	-0.016414	-0.000783	-1.104781	1.395710	-0.099767	
0.012091	-0.018714	-0.000384	-1.092248	1.376437	-0.100110	
-0.002440	0.008032	-0.000401	-1.094252	1.383919	-0.100472	
0.009406	0.001040	-0.001170	-1.084408	1.384406	-0.101601	
