11000.000000	0.000000	0.000000	0.000000	
22000.000000	0.000000	0.000000	0.000000	
33000.000000	0.000000	0.000000	0.000000	
44000.000000	0.000000	0.000000	0.000000	
55000.000000	867.399661	1.522962	-3451.609242	
66000.000000	273.201415	1.312795	-3461.854225	
77000.000000	257.611135	1.124093	-3463.189831	
88000.000000	260.575283	1.035417	-3463.491964	
99000.000000	260.397021	1.049573	-3463.606035	
110000.000000	262.633580	1.118459	-3463.993229	
122000.000000	260.487356	1.227973	-3463.983005	
133000.000000	264.138825	1.312924	-3464.374013	
144000.000000	264.336679	1.410105	-3464.160476	
155000.000000	263.780126	1.510276	-3464.470728	
166000.000000	267.089843	1.580124	-3464.724347	
177000.000000	266.858292	1.651581	-3464.726874	
188000.000000	269.077587	1.719320	-3465.116024	
199000.000000	267.404094	1.775958	-3465.076534	
210000.000000	269.659846	1.809714	-3465.628934	
221000.000000	271.917827	1.824353	-3465.643680	
232000.000000	270.503442	1.846615	-3465.664803	
243000.000000	273.418297	1.847678	-3465.985862	
255000.000000	274.754781	1.832379	-3466.137706	
266000.000000	275.397856	1.831685	-3466.438793	
277000.000000	276.345907	1.800007	-3466.589951	
288000.000000	275.826307	1.790853	-3467.036714	
299000.000000	278.197477	1.745308	-3467.045307	
310000.000000	276.771180	1.712728	-3467.089975	
321000.000000	278.814974	1.667173	-3467.640663	
333000.000000	281.057963	1.605545	-3467.595463	
344000.000000	281.650040	1.559613	-3467.923066	
355000.000000	279.937152	1.509588	-3467.928606	
366000.000000	282.187889	1.445381	-3468.522518	
377000.000000	284.443902	1.370304	-3468.575285	
388000.000000	282.996148	1.310867	-3468.631851	
399000.000000	285.915740	1.237640	-3468.985386	
410000.000000	283.647953	1.183076	-3469.069357	
421000.000000	287.301368	1.095844	-3469.533542	
432000.000000	287.064572	1.018792	-3469.420265	
443000.000000	286.845552	0.948721	-3469.775907	
455000.000000	290.925592	0.855484	-3470.041687	
466000.000000	289.205330	0.772148	-3470.236449	
477000.000000	291.254452	0.689755	-3470.807631	
