11000.000000	0.000000	0.000000	0.000000	
22000.000000	0.000000	0.000000	0.000000	
34000.000000	0.000000	0.000000	0.000000	
45000.000000	0.000000	0.000000	0.000000	
56000.000000	-15.955433	-3.727962	-3460.370396	
67000.000000	-35.894849	-6.539088	-3409.762584	
78000.000000	-47.634322	-8.239353	-3408.553311	
89000.000000	-58.078370	-9.890758	-3408.292584	
100000.000000	-59.006885	-11.454505	-3408.056703	
111000.000000	-58.996693	-12.836082	-3407.599877	
122000.000000	-58.982082	-14.128057	-3407.473176	
134000.000000	-58.972459	-15.095183	-3406.993721	
145000.000000	-58.906392	-15.903603	-3407.052404	
156000.000000	-58.877134	-16.570312	-3406.658352	
167000.000000	-58.942458	-17.085801	-3406.321756	
178000.000000	-58.934578	-17.493292	-3406.205183	
189000.000000	-58.919204	-17.812124	-3405.744065	
200000.000000	-58.904811	-18.043386	-3405.678500	
211000.000000	-58.896370	-18.193186	-3405.067155	
222000.000000	-58.888357	-18.267566	-3405.004199	
233000.000000	-58.874469	-18.308233	-3404.902166	
244000.000000	-58.870108	-18.297601	-3404.545310	
255000.000000	-58.678384	-18.231769	-3404.357486	
267000.000000	-58.843662	-18.151211	-3404.018282	
278000.000000	-58.835597	-18.019656	-3403.841261	
289000.000000	-58.823527	-17.892629	-3403.352232	
300000.000000	-58.814605	-17.716912	-3403.342086	
311000.000000	-58.801025	-17.543661	-3403.258501	
322000.000000	-58.544599	-17.340983	-3402.713033	
333000.000000	-58.529129	-17.118549	-3402.753032	
345000.000000	-58.771587	-16.891453	-3402.426059	
356000.000000	-58.757673	-16.661718	-3402.397008	
367000.000000	-58.755776	-16.418809	-3401.820310	
378000.000000	-58.743296	-16.147447	-3401.792291	
389000.000000	-58.729513	-15.891699	-3401.721618	
400000.000000	-58.731577	-15.629513	-3401.394301	
411000.000000	-58.705427	-15.371555	-3401.305101	
422000.000000	-58.697528	-15.083741	-3400.880649	
433000.000000	-58.702433	-14.786338	-3400.997920	
444000.000000	-58.678089	-14.503366	-3400.664847	
