30000.000000	0.000000	0.000000	0.000000	
41000.000000	0.000000	0.000000	0.000000	
53000.000000	-2.805340	0.040561	-176387.530115	
65000.000000	-13.406647	0.043301	-3405.750088	
76000.000000	-18.307131	0.048988	-3405.164257	
87000.000000	-22.808493	0.056781	-3405.001852	
98000.000000	-27.100062	0.066401	-3404.972250	
109000.000000	-31.186395	0.077418	-3404.989460	
120000.000000	-35.075781	0.089553	-3404.911692	
131000.000000	-38.785937	0.102589	-3404.829498	
143000.000000	-42.637670	0.117578	-3404.824895	
155000.000000	-46.300148	0.133151	-3404.683814	
166000.000000	-49.508070	0.147760	-3404.678713	
177000.000000	-52.832688	0.163938	-3404.543459	
188000.000000	-55.744867	0.178826	-3404.613212	
199000.000000	-57.988112	0.194464	-3404.535175	
210000.000000	-58.055763	0.210358	-3404.480024	
221000.000000	-58.052886	0.227793	-3404.462130	
232000.000000	-58.054501	0.245158	-3404.352193	
243000.000000	-58.050476	0.264074	-3404.194431	
254000.000000	-58.053342	0.281362	-3404.214748	
265000.000000	-58.051414	0.297146	-3404.272615	
277000.000000	-58.049073	0.316036	-3404.028761	
288000.000000	-58.075783	0.334946	-3404.117329	
299000.000000	-58.075753	0.352308	-3404.027972	
311000.000000	-58.048019	0.369713	-3403.883947	
322000.000000	-58.012800	0.387149	-3403.936532	
333000.000000	-58.047739	0.406244	-3403.798379	
344000.000000	-58.042699	0.423779	-3403.788773	
355000.000000	-58.042869	0.439847	-3403.598795	
366000.000000	-58.093934	0.459153	-3403.608562	
377000.000000	-58.097081	0.476929	-3403.561089	
388000.000000	-58.096462	0.494786	-3403.439047	
399000.000000	-58.099324	0.512712	-3403.519964	
411000.000000	-58.037700	0.530705	-3403.403583	
422000.000000	-58.105396	0.550463	-3403.304582	
433000.000000	-58.104787	0.568696	-3403.180047	
444000.000000	-58.109382	0.587002	-3403.158963	
456000.000000	-58.029923	0.605381	-3403.151231	
468000.000000	-58.032522	0.625540	-3403.013964	
479000.000000	-58.112087	0.645806	-3402.998681	
491000.000000	-58.028064	0.664485	-3402.850731	
502000.000000	-58.028391	0.683242	-3402.897414	
513000.000000	-57.834290	0.702080	-3402.805765	
524000.000000	-58.027256	0.722772	-3402.700896	
535000.000000	-58.124003	0.741871	-3402.571644	
547000.000000	-58.126642	0.761047	-3402.648314	
558000.000000	-58.127204	0.782056	-3402.395881	
569000.000000	-58.132041	0.801411	-3402.395437	
581000.000000	-58.131765	0.820866	-3402.393722	
